qid,test_id,source_file,type,question_text,word_count,dominant_topic,dominant_topic_probability,topic_entropy_bits,topic_distribution
1,reading_endofcourse_2015,reading-endofcourse-2015.js,multiple-choice,"In paragraph 1, the words ""rumbled,"" ""buzzed,"" and ""exploded"" evoke images of-",7,1,0.8904097,0.8063376545906067,0:0.0157|1:0.8904|2:0.0156|3:0.0157|4:0.0157|5:0.0157|6:0.0156|7:0.0156
1,reading_grade8_practice_2024,reading-grade8-practice-2024.js,multiple-choice,"Read this dictionary entry. dis•tinct (dĭ-stĭngkt´) adj. 1. Not identical; separate. 2. Easily recognized; clear. 3. Obviously defined; unquestionable. [Lat. dīstīnctus , p. part. of distinguish] In paragraph 1 of the article, distinct comes from a word that means--",24,0,0.96498203,0.31727099418640137,0:0.9650|1:0.0050|2:0.0050|3:0.0050|4:0.0050|5:0.0050|6:0.0050|7:0.0050
2,reading_grade8_practice_2024,reading-grade8-practice-2024.js,multiple-choice,"Based on the article, the reader can determine that hummingbirds —",5,5,0.8540785,1.0091924667358398,0:0.0209|1:0.0209|2:0.0208|3:0.0208|4:0.0208|5:0.8541|6:0.0208|7:0.0208
3,reading_grade8_practice_2024,reading-grade8-practice-2024.js,multiple-choice,"In the poem, the hummingbird's nest is a symbol of--",4,0,0.6292778,1.7001402378082275,0:0.6293|1:0.0250|2:0.0250|3:0.0250|4:0.0250|5:0.0250|6:0.0250|7:0.2206
4,reading_grade8_practice_2024,reading-grade8-practice-2024.js,multiple-choice,Both the poem and the article address the theme of--,4,2,0.4450253,1.8472042083740234,0:0.4047|1:0.0251|2:0.4450|3:0.0250|4:0.0250|5:0.0250|6:0.0250|7:0.0251
5,reading_grade8_practice_2024,reading-grade8-practice-2024.js,multiple-choice,"In paragraph 7, Mrs. Ellis wishes Keisha good luck most likely because she thinks Keisha--",10,0,0.92040694,0.6241899132728577,0:0.9204|1:0.0114|2:0.0114|3:0.0114|4:0.0114|5:0.0114|6:0.0114|7:0.0114
6,reading_grade8_practice_2024,reading-grade8-practice-2024.js,multiple-choice,The purpose of the figurative language in paragraph 8 is to foreshadow--,5,7,0.5900497,1.6635768413543701,0:0.0208|1:0.0208|2:0.0209|3:0.0208|4:0.0208|5:0.2849|6:0.0208|7:0.5900
7,reading_grade8_practice_2024,reading-grade8-practice-2024.js,multiple-choice,Read this sentence from paragraph 9. Keisha started to stumble over her words as Mrs. Watson continued to stare at her with an almost belligerent gaze. What is the meaning of the word belligerent ?,17,3,0.95134425,0.4172523021697998,0:0.0070|1:0.0069|2:0.0069|3:0.9513|4:0.0070|5:0.0070|6:0.0069|7:0.0069
8,reading_grade8_practice_2024,reading-grade8-practice-2024.js,multiple-choice,"In paragraphs 8 and 9, the author's tone can best be described as--",5,0,0.8540068,1.0095765590667725,0:0.8540|1:0.0208|2:0.0209|3:0.0209|4:0.0208|5:0.0208|6:0.0209|7:0.0209
9,reading_grade8_practice_2024,reading-grade8-practice-2024.js,multiple-choice,Which event is part of the resolution of the story?,4,2,0.82487863,1.1609152555465698,0:0.0250|1:0.0250|2:0.8249|3:0.0250|4:0.0250|5:0.0250|6:0.0250|7:0.0250
10,reading_grade8_practice_2024,reading-grade8-practice-2024.js,multiple-choice,"Read this thesaurus entry. evolve v. — adapt, develop, increase, mature. Which word best replaces evolve as it is used in paragraph 1?",14,7,0.9416061,0.4849682152271271,0:0.0084|1:0.0083|2:0.0083|3:0.0083|4:0.0083|5:0.0083|6:0.0083|7:0.9416
11,reading_grade8_practice_2024,reading-grade8-practice-2024.js,multiple-choice,"Based on paragraph 4, what can the reader determine?",4,5,0.8248858,1.160879135131836,0:0.0250|1:0.0250|2:0.0250|3:0.0250|4:0.0250|5:0.8249|6:0.0250|7:0.0250
12,reading_grade8_practice_2024,reading-grade8-practice-2024.js,multiple-choice,"The organization of the ideas in ""Literature and Art Abound"" supports the author's purpose by--",8,0,0.9026586,0.7337819933891296,0:0.9027|1:0.0139|2:0.0139|3:0.0139|4:0.0139|5:0.0140|6:0.0139|7:0.0139
13,reading_grade8_practice_2024,reading-grade8-practice-2024.js,multiple-choice,"Which sentence from ""A Beginning, Not an End"" best represents the main idea of the section?",8,2,0.90270436,0.7335076332092285,0:0.0139|1:0.0139|2:0.9027|3:0.0139|4:0.0139|5:0.0139|6:0.0139|7:0.0139
14,reading_grade8_practice_2024,reading-grade8-practice-2024.js,multiple-choice,Which detail best supports the idea that Harlem was a center of growth for jazz music in America?,10,7,0.9203738,0.6243997812271118,0:0.0114|1:0.0114|2:0.0114|3:0.0114|4:0.0114|5:0.0114|6:0.0114|7:0.9204
15,reading_grade8_practice_2024,reading-grade8-practice-2024.js,multiple-choice,The details in paragraph 2 are mostly about —,3,3,0.47474232,1.977102279663086,0:0.0313|1:0.0313|2:0.0313|3:0.4747|4:0.3376|5:0.0313|6:0.0313|7:0.0313
16,reading_grade8_practice_2024,reading-grade8-practice-2024.js,multiple-choice,"Read this sentence from paragraph 4. In fact, more than 4,000 species of fish and marine life may populate a typical coral community. In this sentence, populate means--",16,7,0.94848233,0.43743741512298584,0:0.0074|1:0.0074|2:0.0074|3:0.0074|4:0.0074|5:0.0074|6:0.0074|7:0.9485
17,reading_grade8_practice_2024,reading-grade8-practice-2024.js,multiple-choice,The organization of ideas in paragraph 6 supports the author's message by--,6,0,0.8748506,0.8953219652175903,0:0.8749|1:0.0179|2:0.0179|3:0.0180|4:0.0179|5:0.0179|6:0.0179|7:0.0179
18,reading_grade8_practice_2024,reading-grade8-practice-2024.js,multiple-choice,"The use of the word ""however"" indicates that paragraph 7 is organized by--",6,3,0.87491125,0.894982099533081,0:0.0179|1:0.0179|2:0.0179|3:0.8749|4:0.0179|5:0.0179|6:0.0179|7:0.0179
19,reading_grade8_practice_2024,reading-grade8-practice-2024.js,multiple-choice,"The word co exist in paragraph 7 has the prefix co -, which means--",5,3,0.8540896,1.009132742881775,0:0.0209|1:0.0208|2:0.0208|3:0.8541|4:0.0208|5:0.0208|6:0.0208|7:0.0208
20,reading_grade8_practice_2024,reading-grade8-practice-2024.js,multiple-choice,Which information best demonstrates that coral reefs are important to marine life?,8,4,0.90260595,0.7340997457504272,0:0.0139|1:0.0139|2:0.0139|3:0.0139|4:0.9026|5:0.0139|6:0.0139|7:0.0139
21,reading_grade8_practice_2024,reading-grade8-practice-2024.js,multiple-choice,Which information from the article explains the cooperative relationship between algae and reef-dwelling coral?,8,1,0.90273476,0.7333241701126099,0:0.0139|1:0.9027|2:0.0139|3:0.0139|4:0.0139|5:0.0139|6:0.0139|7:0.0139
22,reading_grade8_practice_2024,reading-grade8-practice-2024.js,multiple-choice,Why are coral reefs ideal for the growth of algae?,5,5,0.8541017,1.0090680122375488,0:0.0208|1:0.0209|2:0.0208|3:0.0208|4:0.0209|5:0.8541|6:0.0208|7:0.0208
23,reading_grade8_practice_2024,reading-grade8-practice-2024.js,multiple-choice,How do warming ocean temperatures affect coral?,5,5,0.854107,1.0090398788452148,0:0.0208|1:0.0209|2:0.0208|3:0.0208|4:0.0208|5:0.8541|6:0.0208|7:0.0209
24,reading_grade8_practice_2024,reading-grade8-practice-2024.js,multiple-choice,"Based on the article, the reader can determine that--",4,5,0.82486963,1.1609605550765991,0:0.0250|1:0.0250|2:0.0250|3:0.0250|4:0.0250|5:0.8249|6:0.0250|7:0.0250
25,reading_grade8_practice_2024,reading-grade8-practice-2024.js,multiple-choice,"Based on the article, the author most likely wants the reader to agree that--",7,5,0.73680717,1.321452021598816,0:0.0156|1:0.0157|2:0.0156|3:0.0156|4:0.0156|5:0.7368|6:0.0156|7:0.1693
26,reading_grade8_practice_2024,reading-grade8-practice-2024.js,multiple-choice,"By describing the ocean's habitat as ""delicate,"" the author intends to--",6,7,0.87492305,0.8949158191680908,0:0.0179|1:0.0179|2:0.0179|3:0.0179|4:0.0179|5:0.0179|6:0.0179|7:0.8749
27,reading_grade8_practice_2024,reading-grade8-practice-2024.js,multiple-choice,Which information should be included in a summary of this article?,4,0,0.82480735,1.1612746715545654,0:0.8248|1:0.0251|2:0.0250|3:0.0250|4:0.0250|5:0.0250|6:0.0250|7:0.0250
28,reading_grade8_practice_2024,reading-grade8-practice-2024.js,multiple-choice,Which type of literary device does the author use in paragraphs 6-12?,6,3,0.6472094,1.5261293649673462,0:0.0179|1:0.0179|2:0.0179|3:0.6472|4:0.0179|5:0.2456|6:0.0179|7:0.0179
29,reading_grade8_practice_2024,reading-grade8-practice-2024.js,multiple-choice,"In paragraph 8, the word preliminary means--",4,0,0.82490385,1.1607879400253296,0:0.8249|1:0.0250|2:0.0250|3:0.0250|4:0.0250|5:0.0250|6:0.0250|7:0.0250
30,reading_grade8_practice_2024,reading-grade8-practice-2024.js,multiple-choice,"Read this sentence from paragraph 15. The bird had a gray head the color of soot, and its eyes, two onyx stones, were surrounded with black, as if rimmed in eye makeup. The purpose of the figurative language in this sentence is to--",21,2,0.9601977,0.3531244099140167,0:0.0057|1:0.0057|2:0.9602|3:0.0057|4:0.0057|5:0.0057|6:0.0057|7:0.0057
31,reading_grade8_practice_2024,reading-grade8-practice-2024.js,multiple-choice,Which word is the best antonym for arduous in paragraph 18?,5,0,0.5901709,1.6634817123413086,0:0.5902|1:0.0208|2:0.2847|3:0.0209|4:0.0208|5:0.0208|6:0.0208|7:0.0208
32,reading_grade8_practice_2024,reading-grade8-practice-2024.js,multiple-choice,Paragraph 18 suggests that Joanna--,3,2,0.7810314,1.373002290725708,0:0.0313|1:0.0313|2:0.7810|3:0.0313|4:0.0313|5:0.0313|6:0.0313|7:0.0313
33,reading_grade8_practice_2024,reading-grade8-practice-2024.js,multiple-choice,"In paragraph 25, what is Dan's most logical reason for moving away from the waterfall?",7,4,0.89055365,0.8054983615875244,0:0.0156|1:0.0156|2:0.0156|3:0.0156|4:0.8906|5:0.0156|6:0.0156|7:0.0156
34,reading_grade8_practice_2024,reading-grade8-practice-2024.js,multiple-choice,The simile in paragraph 30 emphasizes that--,3,3,0.7811294,1.3725473880767822,0:0.0313|1:0.0313|2:0.0313|3:0.7811|4:0.0313|5:0.0313|6:0.0313|7:0.0313
35,reading_grade8_practice_2024,reading-grade8-practice-2024.js,multiple-choice,Joanna presumes the bird is in distress because it--,4,0,0.8249184,1.160714864730835,0:0.8249|1:0.0250|2:0.0250|3:0.0250|4:0.0250|5:0.0250|6:0.0250|7:0.0250
36,reading_grade8_practice_2024,reading-grade8-practice-2024.js,multiple-choice,"In the story, Joanna is--",2,2,0.7082756,1.6899120807647705,0:0.0417|1:0.0417|2:0.7083|3:0.0417|4:0.0417|5:0.0417|6:0.0417|7:0.0417
37,reading_grade8_practice_2024,reading-grade8-practice-2024.js,multiple-choice,"The repetition of "" Plik-plik-plik-plik! "" creates a feeling of--",3,6,0.7811874,1.3722779750823975,0:0.0313|1:0.0313|2:0.0313|3:0.0313|4:0.0313|5:0.0313|6:0.7812|7:0.0313
38,reading_grade8_practice_2024,reading-grade8-practice-2024.js,multiple-choice,The point of view used in the story best helps the reader understand--,8,2,0.90271074,0.7334682941436768,0:0.0139|1:0.0139|2:0.9027|3:0.0139|4:0.0139|5:0.0139|6:0.0139|7:0.0139
39,reading_grade8_practice_2024,reading-grade8-practice-2024.js,multiple-choice,A theme of the story is that--,2,2,0.7083041,1.689795732498169,0:0.0417|1:0.0417|2:0.7083|3:0.0417|4:0.0417|5:0.0417|6:0.0417|7:0.0417
