qid,test_id,source_file,type,question_text,word_count,dominant_topic,dominant_topic_probability,topic_entropy_bits,topic_distribution
2,math_geometry_2015,math-geometry-2015.js,multiple-choice,The graph of line j is shown. Which ratio represents the slope of a line parallel to line j?,9,5,0.91240644,0.6742917895317078,0:0.0125|1:0.0125|2:0.0125|3:0.0125|4:0.0125|5:0.9124|6:0.0125|7:0.0125
3,math_geometry_2015,math-geometry-2015.js,drag-drop,Let p represent Brent works this summer. Let q represent Brent takes a vacation. Symbolically represent the following argument:,14,5,0.94161326,0.48492005467414856,0:0.0083|1:0.0083|2:0.0083|3:0.0083|4:0.0083|5:0.9416|6:0.0083|7:0.0083
4,math_geometry_2015,math-geometry-2015.js,multiple-choice,Which type of construction is illustrated in the figure?,4,6,0.82481563,1.1612327098846436,0:0.0250|1:0.0250|2:0.0251|3:0.0250|4:0.0250|5:0.0250|6:0.8248|7:0.0250
5,math_geometry_2015,math-geometry-2015.js,multiple-choice,"The diagrams represent the stripes used to mark parking spaces on a lot. Based only on the information given, which diagram could be used to prove AB ― || CD ― and AC ― || BD ― ?",15,4,0.9452524,0.459928035736084,0:0.0078|1:0.0078|2:0.0078|3:0.0078|4:0.9453|5:0.0078|6:0.0078|7:0.0078
6,math_geometry_2015,math-geometry-2015.js,multiple-choice,"Given statements: If a shape is a parallelogram, then opposite angles are congruent. A rhombus is a parallelogram. Which is a logical conclusion from the given statements?",13,4,0.93747795,0.5128979682922363,0:0.0089|1:0.0089|2:0.0089|3:0.0089|4:0.9375|5:0.0089|6:0.0089|7:0.0089
7,math_geometry_2015,math-geometry-2015.js,multiple-choice,Which figure appears to have exactly two lines of symmetry?,6,4,0.87485665,0.8952888250350952,0:0.0179|1:0.0179|2:0.0179|3:0.0179|4:0.8749|5:0.0179|6:0.0179|7:0.0179
8,math_geometry_2015,math-geometry-2015.js,multiple-choice,"Which is the converse of the following statement? If a b = c, then a = bc.",3,1,0.78096664,1.373302698135376,0:0.0313|1:0.7810|2:0.0313|3:0.0313|4:0.0313|5:0.0313|6:0.0314|7:0.0313
9,math_geometry_2015,math-geometry-2015.js,multiple-choice,Which graph best represents a line perpendicular to line k?,6,5,0.87482905,0.895443320274353,0:0.0179|1:0.0179|2:0.0179|3:0.0179|4:0.0179|5:0.8748|6:0.0179|7:0.0179
10,math_geometry_2015,math-geometry-2015.js,multiple-choice,Which statement describes the construction being illustrated on the rectangle shown?,6,6,0.8748031,0.895588755607605,0:0.0179|1:0.0179|2:0.0179|3:0.0179|4:0.0179|5:0.0179|6:0.8748|7:0.0179
11,math_geometry_2015,math-geometry-2015.js,multiple-choice,Four lines and four congruent angles are identified in the diagram. Which statement must be true?,10,4,0.64137095,1.3699066638946533,0:0.0114|1:0.0114|2:0.0114|3:0.2903|4:0.6414|5:0.0114|6:0.0114|7:0.0114
12,math_geometry_2015,math-geometry-2015.js,free-response,The figure shows JN ― and KM ― intersecting at point L. What value of x proves JK ― || MN ― ?,6,0,0.8747745,0.895749568939209,0:0.8748|1:0.0179|2:0.0179|3:0.0179|4:0.0179|5:0.0179|6:0.0179|7:0.0179
13,math_geometry_2015,math-geometry-2015.js,multiple-choice,Given: MP ― Which segment is congruent to MP ― ?,3,4,0.7810395,1.372964859008789,0:0.0313|1:0.0313|2:0.0313|3:0.0313|4:0.7810|5:0.0313|6:0.0313|7:0.0313
14,math_geometry_2015,math-geometry-2015.js,multiple-choice,Triangle ABC is reflected across the x-axis and then reflected across the y-axis to create △A′B′C′. What are the coordinates of A′?,10,0,0.9204041,0.6242072582244873,0:0.9204|1:0.0114|2:0.0114|3:0.0114|4:0.0114|5:0.0114|6:0.0114|7:0.0114
15,math_geometry_2015,math-geometry-2015.js,multiple-choice,A diagonal walkway cuts through a park bordered by two parallel streets. The parks department plans to add an additional walkway as indicated by the dashed line segment in the figure. What is the value of x?,20,0,0.9582928,0.3671528100967407,0:0.9583|1:0.0060|2:0.0060|3:0.0060|4:0.0060|5:0.0060|6:0.0060|7:0.0060
16,math_geometry_2015,math-geometry-2015.js,multiple-choice,The coordinate values of the vertices of △KLM are integers. Which set of coordinate pairs could represent the vertices of a triangle congruent to △KLM?,14,7,0.9416032,0.48498818278312683,0:0.0083|1:0.0084|2:0.0083|3:0.0083|4:0.0083|5:0.0083|6:0.0083|7:0.9416
17,math_geometry_2015,math-geometry-2015.js,multiple-select,Given: △ABC and △QRS Select two relationships that would prove △ABC ~ △QRS by the Side-Angle-Side (SAS) Similarity Theorem.,14,7,0.9415694,0.4852186441421509,0:0.0083|1:0.0084|2:0.0083|3:0.0084|4:0.0084|5:0.0083|6:0.0083|7:0.9416
18,math_geometry_2015,math-geometry-2015.js,multiple-choice,The diagonals of a square measure 14 cm. Which is the length of a side of the square?,6,5,0.87492085,0.8949284553527832,0:0.0179|1:0.0179|2:0.0179|3:0.0179|4:0.0179|5:0.8749|6:0.0179|7:0.0179
19,math_geometry_2015,math-geometry-2015.js,multiple-choice,What values for x and y make △MNO ≅ △PRT?,4,2,0.8248637,1.1609904766082764,0:0.0250|1:0.0250|2:0.8249|3:0.0250|4:0.0250|5:0.0250|6:0.0250|7:0.0250
20,math_geometry_2015,math-geometry-2015.js,multiple-choice,"Based on the given information, which figure contains a pair of similar triangles?",8,0,0.90263534,0.7339229583740234,0:0.9026|1:0.0139|2:0.0139|3:0.0139|4:0.0139|5:0.0139|6:0.0139|7:0.0139
21,math_geometry_2015,math-geometry-2015.js,multiple-choice,A right triangle is shown. Which angle measure is closest to the value of x?,7,5,0.8904376,0.8061751127243042,0:0.0157|1:0.0157|2:0.0156|3:0.0156|4:0.0157|5:0.8904|6:0.0156|7:0.0157
22,math_geometry_2015,math-geometry-2015.js,multiple-choice,"Pine Street, Rector Street, and Taylor Street intersect to form a triangular-shaped park as shown. What is the correct order of the lengths of the streets from longest to shortest?",16,6,0.9484959,0.4373425245285034,0:0.0074|1:0.0074|2:0.0074|3:0.0074|4:0.0074|5:0.0074|6:0.9485|7:0.0074
23,math_geometry_2015,math-geometry-2015.js,multiple-choice,"The diagram shows the locations of Noah and Ben after swimming in different directions from a dock. Let d be the distance from Noah to Ben, in yards. Which represents all the possible values, in yards, of d?",18,1,0.95390457,0.3989790678024292,0:0.0066|1:0.9539|2:0.0066|3:0.0066|4:0.0066|5:0.0066|6:0.0066|7:0.0066
24,math_geometry_2015,math-geometry-2015.js,drag-drop,Select the measures that could be the three side lengths of a right triangle.,8,7,0.90263,0.7339550256729126,0:0.0139|1:0.0139|2:0.0139|3:0.0139|4:0.0139|5:0.0139|6:0.0139|7:0.9026
25,math_geometry_2015,math-geometry-2015.js,multiple-choice,Given: △LMN and △PQR are isosceles What m∠P could be used to prove △LMN ≅ △PQR?,9,1,0.91245127,0.674014687538147,0:0.0125|1:0.9125|2:0.0125|3:0.0125|4:0.0125|5:0.0125|6:0.0125|7:0.0125
26,math_geometry_2015,math-geometry-2015.js,drag-drop,Given: △RST RS = 14 in. ST = 10 in. TR = 16 in. List the interior angles of △RST in order from smallest to largest.,9,3,0.91244125,0.6740767955780029,0:0.0125|1:0.0125|2:0.0125|3:0.9124|4:0.0125|5:0.0125|6:0.0125|7:0.0125
27,math_geometry_2015,math-geometry-2015.js,multiple-choice,Triangle LMN is similar to triangle PQR. Which of the following sets of side lengths could be those of triangle LMN?,12,1,0.9326294,0.5451673269271851,0:0.0096|1:0.9326|2:0.0096|3:0.0096|4:0.0096|5:0.0096|6:0.0096|7:0.0096
28,math_geometry_2015,math-geometry-2015.js,multiple-choice,A right triangle is shown. Which is closest to the value of x?,5,1,0.8539376,1.0099468231201172,0:0.0209|1:0.8539|2:0.0208|3:0.0208|4:0.0209|5:0.0209|6:0.0209|7:0.0209
29,math_geometry_2015,math-geometry-2015.js,multiple-choice,"A convex polygon has only the vertices A, B, C, D, and E. What is the sum of the measures of the interior angles of this polygon?",8,0,0.9025575,0.7343902587890625,0:0.9026|1:0.0139|2:0.0139|3:0.0139|4:0.0140|5:0.0139|6:0.0139|7:0.0139
30,math_geometry_2015,math-geometry-2015.js,multiple-choice,Rectangle JKLM is shown. What is the value of x?,4,5,0.51626295,1.8197506666183472,0:0.0250|1:0.0251|2:0.0250|3:0.3336|4:0.0250|5:0.5163|6:0.0250|7:0.0250
31,math_geometry_2015,math-geometry-2015.js,multiple-choice,Chords WP ― and KZ ― intersect at point L in the circle shown. What is the length of KZ ― ?,6,5,0.8748628,0.8952540159225464,0:0.0179|1:0.0179|2:0.0179|3:0.0179|4:0.0179|5:0.8749|6:0.0179|7:0.0179
32,math_geometry_2015,math-geometry-2015.js,free-response,The height and radius of a cone are each multiplied by 3. What effect does this have on the volume of the cone? The volume of the cone is multiplied by ___,10,2,0.92035764,0.6245020031929016,0:0.0114|1:0.0114|2:0.9204|3:0.0114|4:0.0114|5:0.0114|6:0.0114|7:0.0114
33,math_geometry_2015,math-geometry-2015.js,multiple-choice,"The equation (x − 1)² + (y − 3)² = r² represents circle A. The point B(4, 7) lies on the circle. What is r, the length of the radius of circle A?",9,0,0.90917337,0.6937370300292969,0:0.9092|1:0.0125|2:0.0125|3:0.0157|4:0.0125|5:0.0125|6:0.0125|7:0.0125
34,math_geometry_2015,math-geometry-2015.js,multiple-choice,Rodrigo planted flowers in a section of a circular garden as shown. Which is closest to the area of this section of the garden?,11,1,0.92701423,0.5818660259246826,0:0.0104|1:0.9270|2:0.0104|3:0.0104|4:0.0104|5:0.0104|6:0.0104|7:0.0104
35,math_geometry_2015,math-geometry-2015.js,multiple-choice,The height of a cylinder is 9.5 centimeters. The diameter of this cylinder is 1.5 centimeters longer than the height. Which is closest to the volume of the cylinder?,11,4,0.92704374,0.5816740989685059,0:0.0104|1:0.0104|2:0.0104|3:0.0104|4:0.9270|5:0.0104|6:0.0104|7:0.0104
36,math_geometry_2015,math-geometry-2015.js,multiple-choice,"Which shape must have opposite sides that are parallel and congruent, and diagonals that are perpendicular bisectors of each other?",9,4,0.9124145,0.6742427349090576,0:0.0125|1:0.0125|2:0.0125|3:0.0125|4:0.9124|5:0.0125|6:0.0125|7:0.0125
37,math_geometry_2015,math-geometry-2015.js,drag-drop,"A circle has a center at (4, −7) and a radius of 4 units. Create the equation of this circle.",7,3,0.5059449,1.5891480445861816,0:0.4002|1:0.0157|2:0.0156|3:0.5059|4:0.0156|5:0.0156|6:0.0156|7:0.0156
38,math_geometry_2015,math-geometry-2015.js,multiple-choice,The figure represents the pattern for a quilt. • ∠ABC = 120° • ∠ADC = (2x + 30)° • ∠BCD = x° What is the measure of ∠DCE?,9,0,0.9124224,0.6741929054260254,0:0.9124|1:0.0125|2:0.0125|3:0.0125|4:0.0125|5:0.0125|6:0.0125|7:0.0125
39,math_geometry_2015,math-geometry-2015.js,multiple-choice,A rectangular prism is shown. What is the surface area of the prism?,6,1,0.87486184,0.8952592611312866,0:0.0179|1:0.8749|2:0.0179|3:0.0179|4:0.0179|5:0.0179|6:0.0179|7:0.0179
40,math_geometry_2015,math-geometry-2015.js,multiple-choice,The volumes of two spheres are in a ratio of 1:8. What is the ratio of their radii?,6,3,0.87492406,0.8949098587036133,0:0.0179|1:0.0179|2:0.0179|3:0.8749|4:0.0179|5:0.0179|6:0.0179|7:0.0179
41,math_geometry_2015,math-geometry-2015.js,multiple-choice,The minute hand on a clock is 10 centimeters long and travels through an arc of 108° every 18 minutes. Which measure is closest to the length of the arc the minute hand travels through during this 18-minute period?,18,4,0.95392436,0.3988379240036011,0:0.0066|1:0.0066|2:0.0066|3:0.0066|4:0.9539|5:0.0066|6:0.0066|7:0.0066
42,math_geometry_2015,math-geometry-2015.js,multiple-choice,Which point lies on the circle represented by the equation (x − 1)² + (y − 3)² = 7²?,5,0,0.853983,1.0097037553787231,0:0.8540|1:0.0209|2:0.0209|3:0.0209|4:0.0209|5:0.0209|6:0.0208|7:0.0208
43,math_geometry_2015,math-geometry-2015.js,multiple-select,Select each property that is valid about the diagonals of a square. The diagonals of a square --,7,5,0.8905382,0.8055883646011353,0:0.0156|1:0.0156|2:0.0156|3:0.0156|4:0.0157|5:0.8905|6:0.0156|7:0.0156
44,math_geometry_2015,math-geometry-2015.js,multiple-choice,Sarah is filling a glass sphere with decorative sand. The radius of the sphere is 2 inches. Which is closest to the minimum amount of sand Sarah needs to completely fill the glass sphere?,19,0,0.9562143,0.3823094367980957,0:0.9562|1:0.0063|2:0.0063|3:0.0063|4:0.0063|5:0.0063|6:0.0063|7:0.0063
45,math_geometry_2015,math-geometry-2015.js,multiple-choice,Aaron built a geometrically similar model of the Washington Monument. The height of the actual monument is nearly 555.5 feet. Aaron's model is 505 millimeters in height. The width of the base of the actual monument is 55 feet. Which is closest to the width of the base of the model?,25,0,0.96632326,0.30705079436302185,0:0.9663|1:0.0048|2:0.0048|3:0.0048|4:0.0048|5:0.0048|6:0.0048|7:0.0048
1,math_geometry_practice_2023,math-geometry-practice-2023.js,multiple-choice,"Which value for x is a counterexample to the following statement? For all positive values of x, x 3 ≥ x.",6,7,0.8747969,0.8956238031387329,0:0.0179|1:0.0179|2:0.0179|3:0.0179|4:0.0179|5:0.0179|6:0.0179|7:0.8748
2,math_geometry_practice_2023,math-geometry-practice-2023.js,multiple-choice,"The Venn diagram represents the combination of lunches that athletes selected. • A total of 310 athletes selected a sandwich. • A total of 125 athletes selected both a sandwich and a salad. • A total of 180 athletes selected both a sandwich and a soup. How many athletes selected a sandwich, a soup, and a salad?",27,6,0.96873844,0.28844213485717773,0:0.0045|1:0.0045|2:0.0045|3:0.0045|4:0.0045|5:0.0045|6:0.9687|7:0.0045
3,math_geometry_practice_2023,math-geometry-practice-2023.js,multiple-choice,Given the Venn diagram: Which statement is valid?,5,6,0.8537956,1.010707139968872,0:0.0209|1:0.0209|2:0.0208|3:0.0209|4:0.0209|5:0.0209|6:0.8538|7:0.0208
4,math_geometry_practice_2023,math-geometry-practice-2023.js,multiple-choice,Lines a and b intersect lines c and d. Which of the following statements could be used to prove that a ∥ b and c ∥ d?,8,1,0.9026689,0.7337208390235901,0:0.0139|1:0.9027|2:0.0139|3:0.0139|4:0.0139|5:0.0139|6:0.0139|7:0.0139
5,math_geometry_practice_2023,math-geometry-practice-2023.js,multiple-choice,Lines j and k are cut by transversals m and n. (Figure is not drawn to scale.) Which relationship is sufficient to prove j ∥ k?,9,4,0.91241384,0.6742467880249023,0:0.0125|1:0.0125|2:0.0125|3:0.0125|4:0.9124|5:0.0125|6:0.0125|7:0.0125
6,math_geometry_practice_2023,math-geometry-practice-2023.js,multiple-choice,The perimeter of △JKL is 200 centimeters. • JK = 68 centimeters • KL = 62 centimeters Which statement is true about the interior angles of △JKL?,10,5,0.92039204,0.6242834329605103,0:0.0114|1:0.0114|2:0.0114|3:0.0114|4:0.0114|5:0.9204|6:0.0114|7:0.0114
7,math_geometry_practice_2023,math-geometry-practice-2023.js,multiple-choice,Triangle STW and △XYZ are shown. Which value of x makes △STW ≅ △XYZ?,8,6,0.9027039,0.7335106134414673,0:0.0139|1:0.0139|2:0.0139|3:0.0139|4:0.0139|5:0.0139|6:0.9027|7:0.0139
8,math_geometry_practice_2023,math-geometry-practice-2023.js,multiple-choice,Evelyn is constructing a triangle congruent to △ABC using ray MN. Which triangle should Evelyn construct that will be congruent to △ABC?,12,4,0.93262273,0.5452104806900024,0:0.0096|1:0.0096|2:0.0096|3:0.0096|4:0.9326|5:0.0096|6:0.0096|7:0.0096
9,math_geometry_practice_2023,math-geometry-practice-2023.js,multiple-choice,The figure shown is a regular hexagon. Which measure is the length of the diagonal AC?,7,2,0.89040107,0.8063879013061523,0:0.0157|1:0.0157|2:0.8904|3:0.0157|4:0.0157|5:0.0157|6:0.0156|7:0.0156
10,math_geometry_practice_2023,math-geometry-practice-2023.js,multiple-choice,A carpenter will build a shed with four walls and a roof. The shape of the shed will consist of a triangular prism and a rectangular prism as shown in the model. A vertical plane intersects the model. The plane is parallel to the front face of the model. What is the shape of this cross section?,27,3,0.9687087,0.2886727452278137,0:0.0045|1:0.0045|2:0.0045|3:0.9687|4:0.0045|5:0.0045|6:0.0045|7:0.0045
11,math_geometry_practice_2023,math-geometry-practice-2023.js,multiple-choice,"A carpenter will build a shed with four walls and a roof. The shape of the shed will consist of a triangular prism and a rectangular prism as shown in the model. If w = 12 and h = 6, the surface area of the exterior walls and doors is exactly —",21,3,0.96019727,0.353127121925354,0:0.0057|1:0.0057|2:0.0057|3:0.9602|4:0.0057|5:0.0057|6:0.0057|7:0.0057
12,math_geometry_practice_2023,math-geometry-practice-2023.js,multiple-choice,"A carpenter will build a shed with four walls and a roof. The shape of the shed will consist of a triangular prism and a rectangular prism as shown in the model. If w = 12, which equation correctly models a calculation of the volume of the shed?",21,3,0.9601692,0.35333502292633057,0:0.0057|1:0.0057|2:0.0057|3:0.9602|4:0.0057|5:0.0057|6:0.0057|7:0.0057
13,math_geometry_practice_2023,math-geometry-practice-2023.js,multiple-choice,A cylinder has a volume of 540π cubic centimeters and a base with a circumference of 12π centimeters. What is the height of the cylinder?,9,4,0.91245383,0.6739991903305054,0:0.0125|1:0.0125|2:0.0125|3:0.0125|4:0.9125|5:0.0125|6:0.0125|7:0.0125
14,math_geometry_practice_2023,math-geometry-practice-2023.js,multiple-choice,The height of a rectangular prism is decreased by a factor of 1 3 . The other dimensions are unchanged. Which statement is true?,9,5,0.9123811,0.6744490265846252,0:0.0125|1:0.0125|2:0.0125|3:0.0125|4:0.0125|5:0.9124|6:0.0125|7:0.0125
15,math_geometry_practice_2023,math-geometry-practice-2023.js,multiple-choice,A company makes two similar cylindrical containers. The total surface area of the smaller container is 0.81 times that of the larger container. The height of the larger container is 60 centimeters. What is the height of the smaller container?,21,0,0.96017367,0.3533017337322235,0:0.9602|1:0.0057|2:0.0057|3:0.0057|4:0.0057|5:0.0057|6:0.0057|7:0.0057
16,math_geometry_practice_2023,math-geometry-practice-2023.js,multiple-choice,Given: Quadrilateral ABCD Which expression proves that ABCD is a rectangle?,7,5,0.89054996,0.805519700050354,0:0.0156|1:0.0156|2:0.0156|3:0.0156|4:0.0156|5:0.8905|6:0.0156|7:0.0156
17,math_geometry_practice_2023,math-geometry-practice-2023.js,multiple-choice,The figure shown is composed of a regular pentagon and a rectangle. What is the measure of each of the angles identified as x?,9,2,0.9123333,0.6747440695762634,0:0.0125|1:0.0125|2:0.9123|3:0.0125|4:0.0125|5:0.0126|6:0.0125|7:0.0125
